timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2013-11-18,49.75,50.0,47.49,48.475,45.4937738478,587100,0.0,1.0
2013-11-19,48.99,49.0,45.3,45.8,42.9832871012,1682000,0.0,1.0
2013-11-20,45.98,46.0,43.99,44.65,41.904012425,1106900,0.0,1.0
2013-11-21,44.5,45.15,43.04,43.79,41.0969026672,730200,0.0,1.0
2013-11-22,43.9,44.1,43.25,43.99,41.2846026109,947600,0.0,1.0
2013-11-25,44.28,45.62,43.7,44.18,41.4629175574,727300,0.0,1.0
2013-11-26,45.0,45.0,43.04,43.2,40.5431878334,873700,0.0,1.0
2013-11-27,43.55,43.55,42.5,43.24,40.5807278221,1153300,0.0,1.0
2013-11-29,42.75,43.85,42.75,43.24,40.5807278221,949900,0.0,1.0
2013-12-02,43.9,44.74,41.52,43.14,40.4868778503,5130700,0.0,1.0
2013-12-03,42.8,44.9,42.7,42.9,40.2616379179,3239300,0.0,1.0
2013-12-04,42.43,42.605,41.6501,41.83,39.2574432192,2777700,0.0,1.0
2013-12-05,42.28,42.28,40.63,41.05,38.5254134389,3380500,0.0,1.0
2013-12-06,40.75,41.06,40.64,40.7,38.1969385375,4662300,0.0,1.0
2013-12-09,40.7,41.27,40.24,41.18,38.6474184023,3074000,0.0,1.0
2013-12-10,41.07,42.84,41.04,42.56,39.9425480136,3289400,0.0,1.0
2013-12-11,42.32,43.015,42.0,42.46,39.8486980418,3367300,0.0,1.0
2013-12-12,42.01,43.1,42.0,42.97,40.3273328982,1770500,0.0,1.0
2013-12-13,42.92,43.8,42.92,43.25,40.5901128193,683800,0.0,1.0
2013-12-16,43.01,43.99,42.11,43.69,41.0030526954,1953900,0.0,1.0
2013-12-17,43.43,44.0,43.16,43.75,41.0593626785,1396700,0.0,1.0
2013-12-18,43.65,44.5,43.1,44.27,41.5473825321,1225200,0.0,1.0
2013-12-19,43.96,44.5,43.82,44.45,41.7163124814,593000,0.0,1.0
2013-12-20,44.3,44.45,43.91,44.26,41.5379975349,2878600,0.0,1.0
2013-12-23,44.17,44.85,43.55,44.65,41.904012425,773600,0.0,1.0
2013-12-24,44.76,45.02,44.25,44.58,41.8383174447,304700,0.0,1.0
2013-12-26,44.86,45.01,44.44,44.7,41.950937411,513200,0.0,1.0
2013-12-27,44.77,44.97,44.09,44.64,41.8946274278,393300,0.0,1.0
2013-12-30,44.45,44.88,44.0,44.12,41.4066075743,381500,0.0,1.0
2013-12-31,44.23,44.5,43.76,44.19,41.4723025546,874200,0.0,1.0
2014-01-02,44.08,44.18,43.27,43.65,40.9655127067,992900,0.0,1.0
2014-01-03,43.57,44.32,43.17,43.96,41.2564476194,378400,0.0,1.0
2014-01-06,43.97,43.98,43.37,43.68,40.9936676982,597800,0.0,1.0
2014-01-07,42.16,43.98,42.16,43.87,41.1719826447,1371300,0.0,1.0
2014-01-08,44.02,44.36,43.4,43.88,41.1813676419,1407100,0.0,1.0
2014-01-09,43.89,44.25,43.84,44.13,41.4159925715,1093500,0.0,1.0
2014-01-10,44.17,46.08,44.02,45.73,42.9175921209,2008600,0.0,1.0
2014-01-13,45.7,47.44,45.2,47.04,44.1470267519,2278500,0.0,1.0
2014-01-14,47.16,47.894,46.91,47.8,44.8602865379,2338200,0.0,1.0
2014-01-15,47.97,49.19,47.26,47.5,44.5787366224,1733000,0.0,1.0
2014-01-16,47.28,47.68,47.04,47.4,44.4848866505,1178700,0.0,1.0
2014-01-17,47.52,48.24,47.0,48.0,45.0479864816,1572100,0.0,1.0
2014-01-21,49.38,49.38,47.94,48.17,45.2075314337,1570400,0.0,1.0
2014-01-22,48.11,49.16,48.08,48.51,45.5266213379,682200,0.0,1.0
2014-01-23,48.68,48.68,47.58,47.72,44.7852065604,867600,0.0,1.0
2014-01-24,47.62,47.71,45.8275,46.84,43.9593268083,1417500,0.0,1.0
2014-01-27,45.2,48.0,45.2,46.6,43.7340868758,717800,0.0,1.0
2014-01-28,46.77,47.88,46.77,47.73,44.7945915576,721700,0.0,1.0
2014-01-29,47.35,48.48,47.1301,47.78,44.8415165435,800900,0.0,1.0
2014-01-30,47.91,49.63,47.83,49.42,46.3806560816,1247100,0.0,1.0
2014-01-31,49.25,49.96,49.03,49.35,46.3149611014,2011100,0.0,1.0
2014-02-03,49.35,49.94,47.2,47.44,44.5224266393,1184800,0.0,1.0
2014-02-04,47.44,48.48,47.3164,48.05,45.0949114675,891300,0.0,1.0
2014-02-05,47.84,48.65,47.152,47.6,44.6725865942,823100,0.0,1.0
2014-02-06,47.5,49.27,47.5,49.24,46.2117261323,1168400,0.0,1.0
2014-02-07,49.33,50.2699,49.33,49.94,46.8686759352,1837500,0.0,1.0
2014-02-10,49.99,50.12,49.45,49.84,46.7748259634,763400,0.0,1.0
2014-02-11,49.73,50.41,49.33,49.89,46.8217509493,1446100,0.0,1.0
2014-02-12,49.92,51.0,49.7275,50.0,46.9249859183,1405300,0.0,1.0
2014-02-13,49.98,50.435,49.59,50.12,47.0376058845,695000,0.0,1.0
2014-02-14,50.15,50.25,49.59,49.63,46.5777410225,891700,0.0,1.0
2014-02-18,49.72,50.86,49.72,50.11,47.0282208873,2748500,0.0,1.0
2014-02-19,49.84,50.34,49.03,49.16,46.1366461549,1076100,0.0,1.0
2014-02-20,50.23,52.78,49.1,51.52,48.3515054902,2623600,0.0,1.0
2014-02-21,51.75,52.79,51.75,52.37,49.1492302508,2198700,0.0,1.0
2014-02-24,52.36,53.11,52.36,52.86,49.6090951128,667900,0.0,1.0
2014-02-25,53.0,54.58,52.9301,54.56,51.204544634,1117600,0.0,1.0
2014-02-26,54.83,55.78,54.18,54.66,51.2983946059,1880100,0.0,1.0
2014-02-27,54.69,55.53,54.21,55.35,51.9459594115,1139900,0.0,1.0
2014-02-28,55.09,55.32,53.82,54.35,51.0074596932,1198500,0.0,1.0
2014-03-03,54.67,54.93,53.08,53.49,50.2003499354,659600,0.0,1.0
